conceptUri,reuseLevel,preferredLabel,altLabels
http://data.europa.eu/esco/skill/f1a08ec9-32d2-4e52-ba4a-66e049019be8,cross-sector,Albanian,"participate in democratic decision-making
demonstrate interest in current events"
http://data.europa.eu/esco/skill/f1b5800e-b763-4740-9586-3fef30568e81,cross-sector,analyse production processes for improvement,"offering of securities of a company to the public
public offerings
public offering"
http://data.europa.eu/esco/skill/f1e33e6b-890d-4a4d-96bc-590540e7f5dd,cross-sector,fish varieties,"assemble truck batteries
assemble car batteries
assemble automobile batteries
assemble van batteries
assembling batteries of automotives
assemble batteries of automotives
assemble automotive batteries
assemble motor vehicle batteries
assemble bus batteries"
http://data.europa.eu/esco/skill/f1f5eb7f-1776-456b-83a4-f3e06df2da5a,cross-sector,apply territory planning,"the study of human societies
study human societies
anthropological studies
anthropology
human societies studies"
http://data.europa.eu/esco/skill/f20aedf0-6543-498d-b88e-0a32e604acbb,cross-sector,operate dishwashing machine,"train communication methods
educate communication method
teach communication skills
teach augmentative communication methods
teach communication techniques
train communication method
educate communication methods
teach communication technique
teach communication methods
teach communication skill"
http://data.europa.eu/esco/skill/f23ced50-862a-49d8-b7f6-a5c4bd6b49af,cross-sector,prepare survey report,"support a migrant to integrate in their receiving country
support migrants to integrate in their receiving country
assist migrants in their integration process in the receiving country
help migrants in their integration process in the host country
support migrants to integrate in the receiving country"
http://data.europa.eu/esco/skill/f23f2b11-5bd8-422f-a669-a96a03d0eb4d,cross-sector,plan event marketing for promotional campaigns,"content created by ICT software
ICT software content-creation
content creation with ICT software
digital content creation
content-creation with ICT program
content-creation with ICT softwares"
http://data.europa.eu/esco/skill/f2412a5c-8072-4cd7-8fa1-806864f91276,cross-sector,by-products and waste,"oversee metal sawing machine
tend metal sawing machine
oversee metallic cutting appliance
guard metal sawing machine
monitor metal sawing machine
guard metallic cutting appliance
monitor metallic cutting appliance
watch over metallic cutting appliance
watch over metal sawing machine"
http://data.europa.eu/esco/skill/f241fbf8-08a2-4c05-b9c1-3438d3e648dd,cross-sector,revise drafts made by managers,"produce engineering design
approve engineering design
develop engineering design
approve an engineering design
approving an engineering design
arrange engineering design
approve engineering designs
model engineering design"
http://data.europa.eu/esco/skill/f256f3fb-bb26-4d2c-99f2-7f99b68076fd,cross-sector,design scientific equipment,"instruct on preparation of diet food
advise how to create diet food
advise on preparation of diet nutrition
counsel on preparation of diet food
counsel on creation of diet plan
advise on making diet plans
advise how to create diet nutrition
offer advice on preparation of diet food
advise on preparation of diet food"
http://data.europa.eu/esco/skill/f26093e2-494b-45f3-b7d8-38065ab237a7,cross-sector,assemble visitor supplies,"supervising accounting operations
manage accounting operations accounting operations
oversee accounting operations
supervise account operations
supervise accounting operation
supervise accounting operations"
http://data.europa.eu/esco/skill/f26fa635-1f5e-469c-a1fc-3dea4ab39fc1,cross-sector,metal eroding technology,"interacting verbally in Hebrew
interact verbally in Hebrew
communicate verbally in Hebrew
verbally interact in Hebrew
be fluent in Hebrew
speak Hebrew"
http://data.europa.eu/esco/skill/f274995e-9781-4c7f-a246-25577ee51dc6,transversal,develop patient treatment strategies,"detect financial crimes
detect financial crime
detecting financial crime
notice financial crime
identify financial crime"
http://data.europa.eu/esco/skill/f28c3e9b-8666-48d4-a5e4-542ac193879b,cross-sector,advise on social security benefits,"push students to acknowledge their achievements
encouraging students to acknowledge their achievements
inspire students to acknowledge their achievements
encourages students to acknowledge their achievements
encourage students to acknowledge their achievements
encourage student to acknowledge their achievements
urge students to acknowledge their achievements"
http://data.europa.eu/esco/skill/f2a34d6b-131a-4b8f-a110-898b9c91d18f,cross-sector,forecast economic trends,perform resource planning
http://data.europa.eu/esco/skill/f2b589bb-eec2-419d-a3ab-e28ad092a73f,cross-sector,operate mechanical equipment of ships,"understand spoken Polish
interpret spoken Polish
understand Polish speech
listen to Polish
comprehend spoken Polish
make sense of spoken Polish
understanding spoken Polish"
http://data.europa.eu/esco/skill/f2d14962-e378-4df4-87ce-f1786df2b015,cross-sector,understand spoken Belarusian,"tune a keyboard music instrument
adjust keyboard music instruments
tuning keyboard music instruments
tune keyboard music instruments
harmonise keyboard music instruments
balance keyboard music instruments"
http://data.europa.eu/esco/skill/f2d57f41-43b4-4f5b-8100-3df5c21eda50,cross-sector,process data,"design media kit for press
outline promotional material for the media
prepare and release press kit for media
design media press kit
design press kit for media"
http://data.europa.eu/esco/skill/f2d63656-169c-4110-99fe-33914f902466,cross-sector,child protection,"follow company codes
follow company measures
follow a company standard
follow company rules
following company standards
follow company requirements
follow company standards
follow the company standards"
http://data.europa.eu/esco/skill/f2d9677b-ba41-4b02-9db9-b2e05a462830,cross-sector,quality of fish products,"public housing rules
public housing legislation
council and social housing regulations
council and social housing rules
council and social housing laws
public housing regulations
public housing laws"
http://data.europa.eu/esco/skill/f2e920c9-cae9-40d3-8b52-4d3dd6f3445c,cross-sector,types of brushes,"tend CNC engraving machine
watch over CNC engraving machine
guard CNC engraving machine
guard computer controlled etching machinery
oversee CNC engraving machine
take care of CNC engraving machine
watch over computer controlled etching machinery
take care of computer controlled etching machinery
oversee computer controlled etching machinery"
http://data.europa.eu/esco/skill/f2f463e5-2382-49cb-8199-e7e043d868df,cross-sector,health and safety regulations,"engine fixings
engine components
constituent elements of engines
engine parts
components of engines
constituent parts of engines
physical parts of engines
engine constituent parts"
http://data.europa.eu/esco/skill/f2f9934c-b462-43e1-9172-432cf1904c8c,cross-sector,operate wood sawing equipment,"application of credit stress testing methodologies
administer credit stress testing methodologies
utilise credit stress testing methodologies
apply credit stress testing methodologies
applying credit stress testing methodologies
employ credit stress testing methodologies
apply a credit stress testing methodology
implement credit stress testing methodologies"
http://data.europa.eu/esco/skill/f30a7ea4-77dd-452c-8a2d-b06c12606a7f,cross-sector,operate soldering equipment,"packing stone products
prepare stone products for transport
pack stone products
stone products packing
stone product packing
preparing stone products for transport"
http://data.europa.eu/esco/skill/f31615c9-a654-4713-b64e-872b2004d82b,cross-sector,motivate staff to reach sales targets,"make tactical business decisions
pay per click
make strategic business decisions
make strategic business choices
PPC"
http://data.europa.eu/esco/skill/f31bc8df-aa92-4371-a2b4-18215fcb9700,cross-sector,ride horses,"security measure monitoring
monitoring of security measures
monitor security measures
manage security measures
oversee security measures
supervise security measures
check security measures"
http://data.europa.eu/esco/skill/f31ca02e-5ad1-41dc-aed2-5a9a6db96bd2,cross-sector,adjust temperature gauges,"interpret written Welsh
understand Welsh writing
read Welsh
understand written Welsh
understanding written Welsh
make sense of written Welsh
comprehend written Welsh"
http://data.europa.eu/esco/skill/f3227dab-52a8-4628-a5e3-2cc283d77eaf,cross-sector,officiate weddings,"employ IT tools
use information technology tools
utilize IT tools
utilize information technology tools
employ information and communication technology tools
employ ICT tools
employ information technology tools
use ICT tools
use IT tools
use information and communication technology
utilise information technology tools
utilise IT tools
use information and communication technology tools
use information technology"
http://data.europa.eu/esco/skill/f3290909-1730-43bf-9bb0-03cfee12ee15,cross-sector,conduct pregnancy massages,"itemise requests
prioritising requests
arrange requests
compile requests
prioritize requests
prioritising a requests
schedule requests
prioritise a request"
http://data.europa.eu/esco/skill/f334a048-ad2a-40f5-b5dc-a9a846c38623,transversal,monitor military equipment use,"coatings for glass
coatings on glass
protective finishes on glass
glass protective finishes
glass coatings
types of glass coating"
http://data.europa.eu/esco/skill/f351292a-db64-4b8b-8029-5687290bddc1,cross-sector,investigate soil stability,"have proficiency in microsoft office
be a proficient MS office user
possess proficiency in MS office
utilise microsoft office applications
use microsoft office software
use microsoft office
be a proficient microsoft office user
possess proficiency in microsoft office
use microsoft office programmes
have proficiency in MS office
utilise microsoft office
utilise microsoft office programmes
utilise microsoft office software
use microsoft office applications"
http://data.europa.eu/esco/skill/f371606f-9b45-4340-9e92-ebd91d14ab29,cross-sector,maintain inventory of tools,"keep up-to-date with rules
keep up-to-date with regulations
keep up-to-date with any regulations
keep up-to-date with laws
keep up-to-date with statutes
keep up-to-date with ordinances
keep up-to-date with regulation"
http://data.europa.eu/esco/skill/f37d9f67-2e79-4958-8307-1ce9d6dcc8bd,cross-sector,apply customer engagement strategy,"undertake dangerous work
perform dangerous work
do dangerous work
undertake hazardous work
perform high risk work
undertake high risk work
execute high risk work
perform hazardous work
carry out high risk work
execute dangerous work tasks
do high risk work
carry out dangerous work"
http://data.europa.eu/esco/skill/f37dbb3c-dafc-4835-86d1-de9615626f9b,cross-sector,Kazakh,"deal with aggressive behavior
dealing with aggressive behaviour
handle aggressive behaviour"
http://data.europa.eu/esco/skill/f3805809-9882-4bc5-bce1-b44040758b64,cross-sector,climb trees,"perform work activities with consideration of time zones
work with consideration of time zones
conduct work activities with consideration of time zones
account for multiple time zones when conducting work activities
work considering time zones
consider time zones in performance of work
consider time zones in execution of work
plan work activities that account for multiple time zones
consider time zones when executing work tasks"
http://data.europa.eu/esco/skill/f39336a8-8bf3-4a36-ac40-2f88836f5112,transversal,operate an emergency communication system,"carry out forum moderation
carry out moderation of forums
moderate online forum activity
perform moderation of online forums
act as a forum moderator
perform moderation of forums
moderate forum activity
undertake forum moderation
perform forum moderation
moderate forum
moderate online forums
carry out moderation of online forums"
http://data.europa.eu/esco/skill/f399a9c1-be41-4117-bf86-a64b503c4cfd,cross-sector,supervise data entry,"analyse railway subsidence and recommend mitigation measures
undertake railway subsidence investigations
evaluate railway subsidence and recommend mitigation measures
ensure implementation of subsidence mitigation measures
ensure implementation of measures to mitigate subsidence
ensure implementation of actions to mitigate subsidence
ensure implementation of subsidence mitigation actions
investigate railway subsidence and recommend mitigation measures
enforce subsidence mitigation measures
assess railway subsidence and recommend mitigation measures
conduct railway subsidence investigations
enforce mitigation measures for subsidence"
http://data.europa.eu/esco/skill/f3c5fae0-c0e3-4410-bc09-62bd82d4cecc,cross-sector,support employability of people with disabilities,"facilitate environmentally friendly work practices
ensure environmental protection in work practices
enforce environmental protection measures
implement environmental protection criteria
apply measures to prevent damage to the environment
enforce environmental protection criteria
administer environmental protection measures
implement environmental protection measures
apply criteria to prevent damage to the environment"
http://data.europa.eu/esco/skill/f3cc52e3-a96c-4549-b841-6e41a846fa99,cross-sector,report on environmental issues,"brands of hydraulic forge stamp
categories of hydraulic forge stamp
models of forging press
categories of forging press
types of forging press
models of hydraulic forge stamp
brands of forging press
forging press formats
hydraulic forge stamp formats"
http://data.europa.eu/esco/skill/f3e9b964-0c2d-46c4-a895-8b3583054d69,cross-sector,Polish,"adjudicate in financial disputes
oversee monetary disputes
mediate in monetary disputes
adjudicate in monetary disputes
manage monetary disputes
mediate in financial disputes
oversee financial disputes
manage financial disputes
handle financial disputes"
http://data.europa.eu/esco/skill/f3f29c39-4124-4a8c-a63c-878bfc487586,transversal,types of containers,write synthesis essays
http://data.europa.eu/esco/skill/f40da95c-febe-406c-96aa-2d6d9c09a0a3,cross-sector,convert different audiovisual formats,"fix photographic film
adjust photographic film
photographic film repair
repair photographic film
repairing photographic film"
http://data.europa.eu/esco/skill/f414dc08-35bd-4bc7-846d-88a3844d057c,cross-sector,trendwatching,"make sense of written Limburgish
understand Limburgish writing
comprehend written Limburgian
read Limburgic
understanding written Limburgish
comprehend written Limburgic
understand written Limburgish
read Limburgish
interpret written Limburgish
comprehend written Limburgish"
http://data.europa.eu/esco/skill/f41d4cd2-58ed-4ad6-b9c1-a5175c88d392,cross-sector,manage facilities services,"design questionnaires
create questionnaires
design questionnaire
designing questionnaires
produce questionnaires
make questionnaires"
http://data.europa.eu/esco/skill/f4346299-e22a-4686-8e61-2c9b0cd51c7d,cross-sector,apply digital security measures,"emergency care
first aid
first aid techniques
emergency assistance
first aid treatment"
http://data.europa.eu/esco/skill/f4349677-549e-419a-8f8e-eb10bfe10720,cross-sector,monitor valves,"sand blasting and eroding machining measures
sand blasting and eroding machining procedures
sand blasting and eroding machining operations
abrasive machining mechanisms
abrasive machining measures
sand blasting and eroding machining mechanisms
abrasive machining processes
abrasive machining operations
abrasive machining procedures"
http://data.europa.eu/esco/skill/f43ee9cc-7284-406f-b23f-3eedb0581141,cross-sector,identify clients' needs,"align product moulds
join product moulds
repeat product moulds
match product mould
match product molds
matching product moulds
similar product moulds"
http://data.europa.eu/esco/skill/f453b1a6-c7db-4d9d-9ba3-47c45159bfe3,cross-sector,ensure products meet regulatory requirements,"regulate government policy execution
oversee government policy implementation
regulate government policy implementation
administer government policy execution
oversee government policy execution
manage government policy implementation
supervise government policy implementation
supervise government policy execution
monitor government policy implementation
administer government policy implementation"
http://data.europa.eu/esco/skill/f46220aa-ad70-4c18-99dc-cb978f2850d2,cross-sector,calculate exposure to radiation,"implement prohibition of drugs and alcohol in the workplace
prohibit drug and alcohol use in the workplace
enforce workplace drug policies
implement workplace drug policies
adhere to workplace drug policies
forbid alcohol and drug use in the workplace
ban drug and alcohol use in the workplace
follow workplace drug policies
execute workplace drug policies
observe workplace drug policies"
http://data.europa.eu/esco/skill/f464be1f-4bb2-4501-a7d2-3ff74daca3bd,cross-sector,test lift operation,"counselling students
assist students
counsel students
counsels students
counsel student
advise students
support students"
http://data.europa.eu/esco/skill/f4751ef2-75fb-4c3b-9827-143895ee6218,transversal,examine production samples,"resolve disputes deriving from contracts
manage contract dispute
contractual dispute resolution
manage contract disputes
manage disputes in contracts"
http://data.europa.eu/esco/skill/f49df8e2-f451-49aa-9aa9-b21b2afdbb87,cross-sector,biosecurity,work across disciplines
http://data.europa.eu/esco/skill/f4a6e9f7-5cff-46c0-894c-59c20bb78694,cross-sector,automation technology,"execute strategic planning
implementing a  strategic plan
utilise strategic planning
strategic planning implementation
implementing strategic planning
administer strategic planning
introduce strategic planning
implement strategic planning"
http://data.europa.eu/esco/skill/f4b5e3fb-ea82-4307-887a-d1901c7d3a4d,cross-sector,floriculture,"speak Galician
interacting verbally in Galician
be fluent in Galician
communicate verbally in Galician
verbally interact in Galician
interact verbally in Galician"
http://data.europa.eu/esco/skill/f4bcdb75-df28-441d-a52b-9730904f36a1,cross-sector,exercise rights and responsibilities,"handle finance transactions
process financial transactions
deal with money handling
handle financial transactions"
http://data.europa.eu/esco/skill/f4cd7802-123a-4bd5-9bfa-bf915a04e969,cross-sector,public offering,"check deliveries with receipt
check deliveries on receipt
check delivery on receipt
record delivery items upon on receipt
examine deliveries on receipt"
http://data.europa.eu/esco/skill/f4e02d83-0a70-4195-b84c-989040fab081,cross-sector,assemble automotive batteries,"maintain tanks
preserve tanks
maintaining tanks
control tanks
sustain tanks
maintain a tank
manage tanks"
http://data.europa.eu/esco/skill/f5019d58-1f9a-4c1d-9a68-6ed7b8ec3eca,cross-sector,study human societies,"manage sound production
supervise sound productions
organise sound production
direct sound production
supervising sound production
oversee sound production
supervise sound production"
http://data.europa.eu/esco/skill/f5122357-c3f7-4f3e-b0cc-25173199d554,cross-sector,teach communication methods,"advise on waste management procedures
advising on waste management procedures
waste management procedures advising
giving advice about waste management procedures
advising about waste management procedures
give advice on waste management procedures
waste management procedures advice giving"
http://data.europa.eu/esco/skill/f524f72e-d3d0-4691-9c57-d19756d8b847,cross-sector,support migrants to integrate in the receiving country,"enforce vigilance
carry out surveillance
undertake surveillance
carry out vigilance
enforce surveillance
undertake vigilance
practice vigilance"
http://data.europa.eu/esco/skill/f5369f2f-e52b-43d8-8d31-79a6c11188d8,transversal,digital content creation,"chemical process condition checking
chemical process condition monitoring
checking chemical process condition
monitoring chemical process condition
monitor chemical process condition
check chemical process condition"
http://data.europa.eu/esco/skill/f53ec337-786f-4904-951d-adf3655e1c60,cross-sector,tend metal sawing machine,"technology for renewable energy
renewable energy technologies
technologies for renewable energy
biofuel energy technology.
solar power technology
wind power technology
biomass fuel technology
water power technology
renewable energy technology"
http://data.europa.eu/esco/skill/f54c10e4-630d-4e50-95e9-4e9e268e8f12,cross-sector,approve engineering design,"civil analysis order
civil measure order
civil refinement order
civil handling order
civil process order"
http://data.europa.eu/esco/skill/f5584cdb-fded-4dfe-b246-ef06f442d3a7,cross-sector,advise on preparation of diet food,"supply with power outlets
bring power to stage, lights, sound, and video
provide power for light, stage, sound, video and recording purposes
provide power
power distribution for live performance
supply live performance with power outlets
provide power distribution for live performance
provide power distribution"
http://data.europa.eu/esco/skill/f5652e8e-7e25-4f3a-bd31-509c8406213f,transversal,supervise accounting operations,"utilise massage therapy
utilise massage therapy techniques
use massage therapy techniques
use massage therapy
treat patients with massage therapy
apply massage therapy techniques
treat pain through use of massage therapy
employ massage therapy
relieve pain through application of massage therapy
relieve pain through use of massage therapy
implement massage therapy treatments
apply massage therapy
perform massage therapy"
http://data.europa.eu/esco/skill/f58e2088-08c5-4680-83a1-18ba01299d4c,cross-sector,interact verbally in Hebrew,"usage of lens-meters
instruments for optical studies
usage of lens-meter
characteristics of optical instruments
optical instrument
optical instruments
instruments for use in optics
instruments for investigating optical conditions"
http://data.europa.eu/esco/skill/f5afbe94-c8e6-492d-9b9d-8349a417f92e,cross-sector,detect financial crime,"researching human behaviour
examine human behaviour
human behaviour research
study human behaviour
research human behavior
analyse human behaviour
evaluate human behaviour"
http://data.europa.eu/esco/skill/f5dc20ae-8b2f-4c9b-b4fa-e9e8c81dbcf4,cross-sector,encourage students to acknowledge their achievements,"handle package processing equipment
process packages using equipment
operate package processing equipment
process packages through use of equipment and control systems
process packages using electrical equipment and control systems
use package processing equipment
operate equipment for package processing
use equipment to process packages
utilise package processing equipment"
http://data.europa.eu/esco/skill/f5dd06b8-5d17-4932-9d03-957d0c4f5051,cross-sector,perform resource planning,"oversee children in day care
take care of children
supervise children
keep children under supervision in day care
be responsible for children in day care
supervise children in day care
supervise child in day care
look after children in day care"
http://data.europa.eu/esco/skill/f5e51369-45c6-42b1-8ccc-d1826112e555,cross-sector,understand spoken Polish,"deal with challenging people
working with challenging people
managing challenging people
work with challenging people
dealing with people who challenge
manage challenging people
deal with people who challenge
dealing with challenging people"
http://data.europa.eu/esco/skill/f5ebfa1f-016a-4edf-850c-a850f06acbfe,cross-sector,tune keyboard music instruments,"conduct activities to address online user feedback
conduct activities to meet requests of website users
follow up website user requests
follow up online user requests
address online user requests
conduct activities to meet requests of online users
follow up requests of online users
implement activities to address online user feedback
address requests of online users
assess feedback from online users and implement activities to meet their requests
follow up requests of website users"
http://data.europa.eu/esco/skill/f5f53b80-29b5-4a7e-b876-803d8a07f60a,cross-sector,design press kit for media,"run scrap vibratory feeder
utilise scrap vibratory feeder
run waste vibration feeder
operate scrap vibratory feeder
use waste vibration feeder
handle scrap vibratory feeder
handle waste vibration feeder
utilise waste vibration feeder
use scrap vibratory feeder"
http://data.europa.eu/esco/skill/f5f5b244-6cea-4fbc-8a50-8f712791bc09,cross-sector,follow company standards,"communicate with policy makers on social service issues
influence policy makers on social service issues
advise policy makers on social service issues
influence policy-makers on social service issues
influence social service policymakers
influence social service policy makers
provide advice to policy makers on social service issues
influence policymakers on social service issues"
http://data.europa.eu/esco/skill/f5f72523-3e48-47ae-825b-fa49a33cd94b,cross-sector,public housing legislation,"Superpave mix
tarmac mixes
mix of asphalt
mixes of asphalt
macadam mixes
asphalt mix
Marshall mix
asphalt mixes"
http://data.europa.eu/esco/skill/f5f9b6fe-0ff2-4c0b-887a-12702d8612ba,cross-sector,tend CNC engraving machine,"supply chain administration
manage a supply chain
supply chain supervision
supply chain management
supply chain managing
supply chain oversight
management of a supply chain
supply chain regulation"
http://data.europa.eu/esco/skill/f5fa2654-52cc-45d2-ac92-ac979dee5d12,transversal,engine components,"preparing calibration report
calibration report preparing
write calibration report
calibration report writing
prepare calibration report
writing calibration report"
http://data.europa.eu/esco/skill/f6068fdb-8033-48ee-9444-5cbd2b40ba64,cross-sector,apply credit stress testing methodologies,"automation component designing
design automation components
automation components designing
design automation systems
designing automation components
automation systems designing
designing automation systems
automation system designing"
http://data.europa.eu/esco/skill/f608229b-2d32-40bd-b955-a40054b5adcc,cross-sector,pack stone products,"seek innovation in current practices
innovate
seek an innovative current practice
seek innovative current practices
identify innovation"
http://data.europa.eu/esco/skill/f60c9e52-95fc-4ca1-a73c-18a491153b63,cross-sector,make strategic business decisions,"plan resource requirements for installation maintenance
perform installation maintenance planning activities
foresee installation maintenance
prepare installation maintenance resources and activities
anticipate installation maintenance
anticipate maintenance of installations
perceive installation maintenance
perceive maintenance of installations
conduct installation maintenance planning activities
foresee maintenance of installations
prepare installation activities and resources"
http://data.europa.eu/esco/skill/f6100198-9398-4c31-9003-d976c37d5022,cross-sector,monitor security measures,"replace casts
replace moulds
mechanically replace die
replace dies
manually replace die
replace die
replace die of machines
replace patterns
replace outlines"
http://data.europa.eu/esco/skill/f61a0a31-5b6b-4129-b5c2-99e10a5d7794,cross-sector,understand written Welsh,"competent in Korean
ability to comprehend spoken and written Korean and to speak and write in Korean
Korean"
http://data.europa.eu/esco/skill/f632251a-4078-4546-b19f-7ef528d08325,cross-sector,use IT tools,"stay up-to-date with music and video releases
remain up-to-date with music and video releases
staying up-to-date with musical and video releases
staying up-to-date with music and video releases
remaining up-to-date with music and video releases
stay up-to-date with musical and video releases
keep up-to-date with music and video releases"
http://data.europa.eu/esco/skill/f642d7ed-e8d7-4355-a747-b85094d4e2e3,cross-sector,prioritise requests,"operation of hand  drill
drill with hand drill
hand drill usage
hand drill operation
use of hand drill
drill by hand
operate hand drill
operating hand drill
using hand drill
use hand drill"
http://data.europa.eu/esco/skill/f64bd836-97d9-4170-acc3-4b7c278d2096,cross-sector,glass coatings,"lead inspection processes
conduct inspection management
undertake inspection leadership
perform inspection leadership
oversee inspections
head inspections
undertake leadership of inspection procedures
lead inspections
execute leadership of inspection procedures
carry out inspection management
direct inspections
manage inspections"
http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535,cross-sector,use microsoft office,"computer networking devices
ICT networking devices
ICT networking hardware"
http://data.europa.eu/esco/skill/f698f8df-b473-40aa-a5c9-033cd892467a,cross-sector,keep up-to-date with regulations,"diagnosis and treatment methods for mental disorders and illnesses
psychiatry
treatment of mental diseases"
http://data.europa.eu/esco/skill/f6b1bb4f-170b-4c38-8c9e-abc90d30fb6c,cross-sector,perform high risk work,"help customers on motor vehicles
instruct customers on motor vehicles
advising customers on motor vehicles
advise a customer on motor vehicles
advise a customer about a motor vehicle
suggest customers on motor vehicles
support customers on motor vehicles
advise customers on motor vehicles"
http://data.europa.eu/esco/skill/f6c12779-bd4c-4908-a766-dd0db556c63b,cross-sector,deal with aggressive behaviour,conduct qualitative research
http://data.europa.eu/esco/skill/f6c7b7a5-6194-45a2-8791-9609c897b1a0,cross-sector,consider time zones in execution of work,"memorising information
memorise procedures
memorise info
memorise facts
memorize information
remember information
learn information by heart
commit information to memory"
http://data.europa.eu/esco/skill/f6d294f4-db62-4fc5-a7b8-778e5071c112,cross-sector,carry out forum moderation,engage public in research
http://data.europa.eu/esco/skill/f6d327dc-ccf4-4018-b0b7-cbab010a0aa4,cross-sector,ensure implementation of subsidence mitigation measures,"complete political negotiation
undertake political negotiation
perform political negotiation
undertake political arbitration
complete political arbitration
implement political negotiation
implement political arbitration"
http://data.europa.eu/esco/skill/f6d7ba88-5234-4994-944d-843ca453c923,transversal,implement environmental protection measures,"manage the financial aspects of a company
managing financial aspects of a company
regulate financial aspects of a company
managing the financial aspects of a company
oversee financial aspects of a company
manage financial aspects of a company
maintain financial aspects of a company
supervise financial aspects of a company"
http://data.europa.eu/esco/skill/f6ef3a67-5c71-4c84-a530-c8306c81fd76,cross-sector,types of forging press,"operate with other emergency services
organise with other emergency services
organise joint accident and emergency services
coordinate with other emergency services
collaborate with other emergency services
collaborate accident and emergency services
coordinate accident and emergency services
work with other emergency services"
http://data.europa.eu/esco/skill/f70b5f39-b8b6-407b-8c08-64fd65db79e9,cross-sector,handle financial disputes,"manage operations of warehouse
manage warehouse operations
conduct warehouse management activities
oversee warehouse operations
perform warehouse management activities
implement warehouse management
execute warehouse management activities
ensure effective operation of warehouse
oversee operations of warehouse
supervise warehouse operations
supervise operations of warehouse
carry out warehouse management activities"
http://data.europa.eu/esco/skill/f715be1d-5fc4-49d3-82a5-0b8090d12849,cross-sector,synthesise information,"writing Polish
correspond in written Polish
write Polish
show competency in written Polish"
http://data.europa.eu/esco/skill/f71e79b8-8724-4c04-bd54-40219954fa55,cross-sector,repair photographic film,"a thermoplastic material
thermoplastic components
thermoplastic materials
thermoplastic objects
thermoplastic goods
thermoplastic material
thermoplastic equipment"
http://data.europa.eu/esco/skill/f739ca36-437c-4f87-83bb-7a1933768d26,cross-sector,understand written Limburgish,manage information sources
http://data.europa.eu/esco/skill/f73ed9e8-65c6-450d-9f19-8f3f8266689c,cross-sector,design questionnaires,"oversee financial records
maintain financial record
keep financial records
maintain financial records
update financial records
maintaining financial records"
http://data.europa.eu/esco/skill/f7464f30-662b-4177-85a0-3df9693e9e58,cross-sector,first aid,"follow safety procedures when working at heights
follow safety rules when working at heights
following safety procedures when working at heights
follow safety procedures when at heights
comply with safety procedures when working at heights
follow safety procedure when working at heights"
http://data.europa.eu/esco/skill/f777173e-567c-4d4a-80b3-0ff5353bb9ce,cross-sector,abrasive machining processes,"operate extinguishers
use extinguishers
use fire extinguishers
utilise fire prevention equipment
utilise fire extinguishers
operate fire extinguishers
apply fire extinguishing techniques
control fires using extinguishers
utilise fire extinguishing techniques
use fire prevention equipment
employ fire extinguishers"
http://data.europa.eu/esco/skill/f7779005-c640-4c5d-8d95-558c1b53b6f5,cross-sector,match product moulds,"rehearse with a voice coach
collaborate with a voice coach
working with voice coaches
work with a voice coach
train with a voice coach"
http://data.europa.eu/esco/skill/f78d5c04-a440-4068-90c2-fab03409a911,cross-sector,manage government policy implementation,"leading the brand strategic planning process
determine the brand strategic planning process
lead the brand strategic planning process
control the brand strategic planning process
administer the brand strategic planning process
lead brand strategic planning processes
lead a brand strategic planning process
direct the brand strategic planning process"
http://data.europa.eu/esco/skill/f790d8f6-09ca-46a7-8472-b600d8e8f76e,transversal,implement workplace drug policies,"verbally interact in Malay
be fluent in Malay
interacting verbally in Malay
interact verbally in Malay
speak Malaysian
speak Malay
communicate verbally in Malay"
http://data.europa.eu/esco/skill/f7940b22-764a-43f0-9642-f60f5897109b,cross-sector,counsel students,"assemble prefabricated furniture
construct prefabricated furniture
assemble prefab furniture
assembling prefabricated furniture
put together prefabricated furniture"
http://data.europa.eu/esco/skill/f79e4715-5776-485c-ab7d-631c9b8d70ad,cross-sector,manage contract disputes,"support motor skill activities
facilitating motor skill activities
encourage motor skill activities
facilitate motor skill activity
facilitates motor skill activities
facilitate motor skill activities
assist motor skill activities"
http://data.europa.eu/esco/skill/f7b071bf-4882-4cfc-ae0a-7e0e0ab94c61,cross-sector,conduct research across disciplines,"health informatics
application of health information technology
field of health information technology
field of health informatics
use of health information technology
science of health informatics
science of healthcare informatics
field of healthcare informatics"
http://data.europa.eu/esco/skill/f7b5d916-52f0-4865-b6a6-e1a3b711cb5e,cross-sector,implement strategic planning,"hydrogen
base chemicals
types of basic chemicals
methanol
characteristics of basic chemicals
benzene
nitrogen
oxygen
inorganic basic chemicals
basic chemicals
ethanol"
http://data.europa.eu/esco/skill/f7d66f52-6ea4-4ed4-a5b1-318c8eff6f47,cross-sector,interact verbally in Galician,"operating concrete mixer truck
operation of concrete mixer truck
operate concrete mixer truck
concrete mixer truck operation
driving of concrete mixer truck
drive concrete mixer truck
concrete mixer truck driving
driving concrete mixer truck"
http://data.europa.eu/esco/skill/f7e7ccb6-fadc-4c35-935d-e1040be40dfe,cross-sector,handle financial transactions,"human factors and ergonomics
ergonomy
ergonomics"
http://data.europa.eu/esco/skill/f7f56b20-8f05-4731-a1bf-79fdcffc72ce,cross-sector,check deliveries on receipt,"cope with stress in organisations
handle stress in  organizations
deal with stress in an organization
manage stress in  organisations
manage stress in an organisation
manage stress in organization
cope with stress in an organization
handle stressful situations in an organisation"
